# _root_ " Ko ste bili vi mladi , smo bili mi vsi še na drevesih , " je rekel gostilničar in namignil drugim gostom .
#goldHeads=9,9,4,2,4,4,2,9,18,9,10,14,9,13,9,9,18,20,18,0,20,23,21,0,
#predictedHeads=2,0,4,2,2,2,2,9,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,0,
(21,15),-0.0287269 # DEPENDENCYPART_ARC
(21,16),0.0240532 # DEPENDENCYPART_ARC
(21,17),0.975354 # DEPENDENCYPART_ARC
(21,18),-0.0917256 # DEPENDENCYPART_ARC
(21,19),0.181611 # DEPENDENCYPART_ARC
(21,20),0.0110855 # DEPENDENCYPART_ARC
(21,22),0.0702102 # DEPENDENCYPART_ARC
(21,23),0.00743393 # DEPENDENCYPART_ARC
(21,24),-0.0239255 # DEPENDENCYPART_ARC
(22,1),-0.0635129 # DEPENDENCYPART_ARC
(22,2),-0.0659248 # DEPENDENCYPART_ARC
(22,3),-0.051077 # DEPENDENCYPART_ARC
(22,4),-0.0521251 # DEPENDENCYPART_ARC
(22,5),-0.0489493 # DEPENDENCYPART_ARC
(22,6),0.0469599 # DEPENDENCYPART_ARC
(22,7),-0.0613844 # DEPENDENCYPART_ARC
(22,8),-0.0508899 # DEPENDENCYPART_ARC
(22,9),-0.0541836 # DEPENDENCYPART_ARC
(22,10),-0.0509073 # DEPENDENCYPART_ARC
(22,11),-0.0551771 # DEPENDENCYPART_ARC
(22,12),-0.0536668 # DEPENDENCYPART_ARC
(22,13),-0.0642483 # DEPENDENCYPART_ARC
(22,14),-0.0648488 # DEPENDENCYPART_ARC
(22,15),-0.0646076 # DEPENDENCYPART_ARC
(22,16),-0.0382342 # DEPENDENCYPART_ARC
(22,17),-0.0117609 # DEPENDENCYPART_ARC
(22,18),-0.0180248 # DEPENDENCYPART_ARC
(22,19),-0.0500368 # DEPENDENCYPART_ARC
(22,20),-0.0200053 # DEPENDENCYPART_ARC
(22,21),0.0387933 # DEPENDENCYPART_ARC
(22,23),0.0389973 # DEPENDENCYPART_ARC
(22,24),0.0331027 # DEPENDENCYPART_ARC
(23,1),-0.129196 # DEPENDENCYPART_ARC
(23,2),-0.128367 # DEPENDENCYPART_ARC
(23,3),-0.000882067 # DEPENDENCYPART_ARC
(23,4),-0.0425711 # DEPENDENCYPART_ARC
(23,5),-0.035469 # DEPENDENCYPART_ARC
(23,6),0.184991 # DEPENDENCYPART_ARC
(23,7),-0.144692 # DEPENDENCYPART_ARC
(23,8),-0.00123489 # DEPENDENCYPART_ARC
(23,9),-0.0447361 # DEPENDENCYPART_ARC
(23,10),-0.0366796 # DEPENDENCYPART_ARC
(23,11),-0.0417036 # DEPENDENCYPART_ARC
(23,12),-0.0700661 # DEPENDENCYPART_ARC
(23,13),-0.114275 # DEPENDENCYPART_ARC
(23,14),-0.0654099 # DEPENDENCYPART_ARC
(23,15),-0.114689 # DEPENDENCYPART_ARC
(23,16),-0.052904 # DEPENDENCYPART_ARC
(23,17),0.0495576 # DEPENDENCYPART_ARC
(23,18),-0.00921515 # DEPENDENCYPART_ARC
(23,19),-0.00896511 # DEPENDENCYPART_ARC
(23,20),-0.083441 # DEPENDENCYPART_ARC
(23,21),0.0376849 # DEPENDENCYPART_ARC
(23,22),0.078381 # DEPENDENCYPART_ARC
(23,24),0.0262881 # DEPENDENCYPART_ARC
(24,1),-0.0751326 # DEPENDENCYPART_ARC
(24,2),-0.0771589 # DEPENDENCYPART_ARC
(24,3),-0.0743112 # DEPENDENCYPART_ARC
(24,4),-0.071189 # DEPENDENCYPART_ARC
(24,5),-0.0734322 # DEPENDENCYPART_ARC
(24,6),-0.0567465 # DEPENDENCYPART_ARC
(24,7),-0.0707569 # DEPENDENCYPART_ARC
(24,8),-0.0707583 # DEPENDENCYPART_ARC
(24,9),-0.0729379 # DEPENDENCYPART_ARC
(24,10),-0.0743864 # DEPENDENCYPART_ARC
(24,11),-0.0751749 # DEPENDENCYPART_ARC
(24,12),-0.0694755 # DEPENDENCYPART_ARC
(24,13),-0.078293 # DEPENDENCYPART_ARC
(24,14),-0.0762049 # DEPENDENCYPART_ARC
(24,15),-0.0754083 # DEPENDENCYPART_ARC
(24,16),-0.0487771 # DEPENDENCYPART_ARC
(24,17),-0.0529897 # DEPENDENCYPART_ARC
(24,18),-0.0565908 # DEPENDENCYPART_ARC
(24,19),-0.0444829 # DEPENDENCYPART_ARC
(24,20),-0.0428685 # DEPENDENCYPART_ARC
(24,21),-0.0244785 # DEPENDENCYPART_ARC
(24,22),-0.00681073 # DEPENDENCYPART_ARC
(24,23),0.0108952 # DEPENDENCYPART_ARC
(0,1),(0,2),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,7),0.0353057 # DEPENDENCYPART_SIBL
(0,1),(0,8),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,10),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,11),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,12),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.0353057 # DEPENDENCYPART_SIBL
(0,1),(0,16),0.0345827 # DEPENDENCYPART_SIBL
(0,1),(0,17),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,18),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,19),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,20),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,21),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,22),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,23),0.0179683 # DEPENDENCYPART_SIBL
(0,1),(0,24),0.0504742 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.0195619 # DEPENDENCYPART_SIBL
(0,2),(0,7),0.0374619 # DEPENDENCYPART_SIBL
(0,2),(0,8),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,11),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,12),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,13),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,14),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.0374619 # DEPENDENCYPART_SIBL
(0,2),(0,16),0.0374619 # DEPENDENCYPART_SIBL
(0,2),(0,17),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,18),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,19),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,20),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,21),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,22),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,23),0.0194091 # DEPENDENCYPART_SIBL
(0,2),(0,24),0.0555146 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.0253975 # DEPENDENCYPART_SIBL
(0,3),(0,6),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.053177 # DEPENDENCYPART_SIBL
(0,3),(0,8),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,10),0.0253975 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.0253975 # DEPENDENCYPART_SIBL
(0,3),(0,12),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.0262852 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.053177 # DEPENDENCYPART_SIBL
(0,3),(0,16),0.0529402 # DEPENDENCYPART_SIBL
(0,3),(0,17),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,18),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,19),0.0262852 # DEPENDENCYPART_SIBL
(0,3),(0,20),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,21),0.0251535 # DEPENDENCYPART_SIBL
(0,3),(0,22),0.0253975 # DEPENDENCYPART_SIBL
(0,3),(0,23),0.0262852 # DEPENDENCYPART_SIBL
(0,3),(0,24),0.0796095 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0253975 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,7),0.053177 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,10),0.0253975 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.0253975 # DEPENDENCYPART_SIBL
(0,4),(0,12),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,14),0.0262852 # DEPENDENCYPART_SIBL
(0,4),(0,15),0.053177 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0529402 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,19),0.0262852 # DEPENDENCYPART_SIBL
(0,4),(0,20),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,21),0.0251535 # DEPENDENCYPART_SIBL
(0,4),(0,22),0.0253975 # DEPENDENCYPART_SIBL
(0,4),(0,23),0.0262852 # DEPENDENCYPART_SIBL
(0,4),(0,24),0.0796095 # DEPENDENCYPART_SIBL
(0,5),(0,6),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,7),0.030431 # DEPENDENCYPART_SIBL
(0,5),(0,8),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,11),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,15),0.030431 # DEPENDENCYPART_SIBL
(0,5),(0,16),0.030431 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.0169263 # DEPENDENCYPART_SIBL
(0,5),(0,18),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,19),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,20),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,21),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,22),0.0165144 # DEPENDENCYPART_SIBL
(0,5),(0,23),0.0167204 # DEPENDENCYPART_SIBL
(0,5),(0,24),0.0441417 # DEPENDENCYPART_SIBL
(0,6),(0,7),0.0302251 # DEPENDENCYPART_SIBL
(0,6),(0,8),0.0169824 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0169824 # DEPENDENCYPART_SIBL
(0,6),(0,10),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,11),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,12),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,15),0.0302251 # DEPENDENCYPART_SIBL
(0,6),(0,16),0.0302251 # DEPENDENCYPART_SIBL
(0,6),(0,17),0.0169824 # DEPENDENCYPART_SIBL
(0,6),(0,18),0.0169824 # DEPENDENCYPART_SIBL
(0,6),(0,19),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,20),0.0171019 # DEPENDENCYPART_SIBL
(0,6),(0,21),0.0169824 # DEPENDENCYPART_SIBL
(0,6),(0,22),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,23),0.0165144 # DEPENDENCYPART_SIBL
(0,6),(0,24),0.0439358 # DEPENDENCYPART_SIBL
(0,7),(0,8),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,9),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,10),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,11),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,12),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,13),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,15),0.0382174 # DEPENDENCYPART_SIBL
(0,7),(0,16),0.0378559 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,18),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,19),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,20),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,21),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,22),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,23),0.0194221 # DEPENDENCYPART_SIBL
(0,7),(0,24),0.0552012 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,10),0.0253975 # DEPENDENCYPART_SIBL
(0,8),(0,11),0.0253975 # DEPENDENCYPART_SIBL
(0,8),(0,12),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,13),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,14),0.0262852 # DEPENDENCYPART_SIBL
(0,8),(0,15),0.053177 # DEPENDENCYPART_SIBL
(0,8),(0,16),0.0529402 # DEPENDENCYPART_SIBL
(0,8),(0,17),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,18),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,19),0.0262852 # DEPENDENCYPART_SIBL
(0,8),(0,20),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,21),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,22),0.0253975 # DEPENDENCYPART_SIBL
(0,8),(0,23),0.0262852 # DEPENDENCYPART_SIBL
(0,8),(0,24),0.0796095 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.0253975 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.0253975 # DEPENDENCYPART_SIBL
(0,9),(0,12),0.0251535 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.0251535 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.0262852 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.053177 # DEPENDENCYPART_SIBL
(0,9),(0,16),0.0529402 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.0251535 # DEPENDENCYPART_SIBL
(0,9),(0,18),0.0251535 # DEPENDENCYPART_SIBL
(0,9),(0,19),0.0262852 # DEPENDENCYPART_SIBL
(0,9),(0,20),0.0251535 # DEPENDENCYPART_SIBL
(0,9),(0,21),0.0251535 # DEPENDENCYPART_SIBL
(0,9),(0,22),0.0253975 # DEPENDENCYPART_SIBL
(0,9),(0,23),0.0262852 # DEPENDENCYPART_SIBL
(0,9),(0,24),0.0796095 # DEPENDENCYPART_SIBL
(0,10),(0,11),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,12),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,15),0.030431 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.030431 # DEPENDENCYPART_SIBL
(0,10),(0,17),0.0169263 # DEPENDENCYPART_SIBL
(0,10),(0,18),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,19),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,20),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,21),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,22),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,23),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,24),0.0441417 # DEPENDENCYPART_SIBL
(0,11),(0,12),0.0165144 # DEPENDENCYPART_SIBL
(0,11),(0,13),0.0165144 # DEPENDENCYPART_SIBL
(0,11),(0,14),0.0167204 # DEPENDENCYPART_SIBL
(0,11),(0,15),0.030431 # DEPENDENCYPART_SIBL
(0,11),(0,16),0.030431 # DEPENDENCYPART_SIBL
(0,11),(0,17),0.0169263 # DEPENDENCYPART_SIBL
(0,11),(0,18),0.0167204 # DEPENDENCYPART_SIBL
(0,11),(0,19),0.0167204 # DEPENDENCYPART_SIBL
(0,11),(0,20),0.0165144 # DEPENDENCYPART_SIBL
(0,11),(0,21),0.0167204 # DEPENDENCYPART_SIBL
(0,11),(0,22),0.0165144 # DEPENDENCYPART_SIBL
(0,11),(0,23),0.0167204 # DEPENDENCYPART_SIBL
(0,11),(0,24),0.0441417 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,15),0.0302251 # DEPENDENCYPART_SIBL
(0,12),(0,16),0.0302251 # DEPENDENCYPART_SIBL
(0,12),(0,17),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,18),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,19),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,20),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,21),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,22),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,23),0.0165144 # DEPENDENCYPART_SIBL
(0,12),(0,24),0.0439358 # DEPENDENCYPART_SIBL
(0,13),(0,14),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,15),0.0302251 # DEPENDENCYPART_SIBL
(0,13),(0,16),0.0302251 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,18),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,19),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,20),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,21),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,22),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,23),0.0165144 # DEPENDENCYPART_SIBL
(0,13),(0,24),0.0439358 # DEPENDENCYPART_SIBL
(0,14),(0,15),0.0322385 # DEPENDENCYPART_SIBL
(0,14),(0,16),0.0322385 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.0172374 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.0172374 # DEPENDENCYPART_SIBL
(0,14),(0,19),0.0172374 # DEPENDENCYPART_SIBL
(0,14),(0,20),0.0185651 # DEPENDENCYPART_SIBL
(0,14),(0,21),0.0172374 # DEPENDENCYPART_SIBL
(0,14),(0,22),0.0172374 # DEPENDENCYPART_SIBL
(0,14),(0,23),0.0172374 # DEPENDENCYPART_SIBL
(0,14),(0,24),0.0470337 # DEPENDENCYPART_SIBL
(0,15),(0,16),0.0378559 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,19),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,20),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,21),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,22),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,23),0.0194221 # DEPENDENCYPART_SIBL
(0,15),(0,24),0.0552012 # DEPENDENCYPART_SIBL
(0,16),(0,17),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,18),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,19),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,20),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,21),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,22),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,23),0.0179683 # DEPENDENCYPART_SIBL
(0,16),(0,24),0.0504742 # DEPENDENCYPART_SIBL
(0,17),(0,18),0.0251535 # DEPENDENCYPART_SIBL
(0,17),(0,19),0.0274169 # DEPENDENCYPART_SIBL
(0,17),(0,20),0.0251535 # DEPENDENCYPART_SIBL
(0,17),(0,21),0.0251535 # DEPENDENCYPART_SIBL
(0,17),(0,22),0.0256414 # DEPENDENCYPART_SIBL
(0,17),(0,23),0.0274169 # DEPENDENCYPART_SIBL
(0,17),(0,24),0.0804901 # DEPENDENCYPART_SIBL
(0,18),(0,19),0.0262852 # DEPENDENCYPART_SIBL
(0,18),(0,20),0.0251535 # DEPENDENCYPART_SIBL
(0,18),(0,21),0.0251535 # DEPENDENCYPART_SIBL
(0,18),(0,22),0.0253975 # DEPENDENCYPART_SIBL
(0,18),(0,23),0.0262852 # DEPENDENCYPART_SIBL
(0,18),(0,24),0.0796095 # DEPENDENCYPART_SIBL
(0,19),(0,20),0.0185651 # DEPENDENCYPART_SIBL
(0,19),(0,21),0.0172374 # DEPENDENCYPART_SIBL
(0,19),(0,22),0.0172374 # DEPENDENCYPART_SIBL
(0,19),(0,23),0.0172374 # DEPENDENCYPART_SIBL
(0,19),(0,24),0.0470337 # DEPENDENCYPART_SIBL
(0,20),(0,21),0.0217341 # DEPENDENCYPART_SIBL
(0,20),(0,22),0.0217341 # DEPENDENCYPART_SIBL
(0,20),(0,23),0.0217341 # DEPENDENCYPART_SIBL
(0,20),(0,24),0.0636519 # DEPENDENCYPART_SIBL
(0,21),(0,22),0.0253975 # DEPENDENCYPART_SIBL
(0,21),(0,23),0.0262852 # DEPENDENCYPART_SIBL
(0,21),(0,24),0.0796095 # DEPENDENCYPART_SIBL
(0,22),(0,23),0.0167204 # DEPENDENCYPART_SIBL
(0,22),(0,24),0.0441417 # DEPENDENCYPART_SIBL
(0,23),(0,24),0.0470337 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0172782 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0181145 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0181145 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0181145 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,19),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,20),0.0168199 # DEPENDENCYPART_SIBL
(1,2),(1,21),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,22),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,23),0.0166672 # DEPENDENCYPART_SIBL
(1,2),(1,24),0.0195619 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0167584 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0168199 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0221881 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0167584 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.0167584 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.0176461 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0221881 # DEPENDENCYPART_SIBL
(1,3),(1,16),0.0219513 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.0176461 # DEPENDENCYPART_SIBL
(1,3),(1,20),0.0166672 # DEPENDENCYPART_SIBL
(1,3),(1,21),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,22),0.0167584 # DEPENDENCYPART_SIBL
(1,3),(1,23),0.0176461 # DEPENDENCYPART_SIBL
(1,3),(1,24),0.0262709 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0167584 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0168199 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.0221881 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0167584 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0167584 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0176461 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0221881 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0219513 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,19),0.0176461 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.0166672 # DEPENDENCYPART_SIBL
(1,4),(1,21),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.0167584 # DEPENDENCYPART_SIBL
(1,4),(1,23),0.0176461 # DEPENDENCYPART_SIBL
(1,4),(1,24),0.0262709 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0168199 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.0169263 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0167204 # DEPENDENCYPART_SIBL
(1,5),(1,20),0.0166672 # DEPENDENCYPART_SIBL
