# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(2,4),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0197836 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0171019 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0169824 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0171019 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0169824 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0167204 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0167204 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0167204 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0167204 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0197836 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0217341 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0169263 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0169263 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0169263 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0176461 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0262709 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0174434 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0378361 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0656287 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0672789 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0672789 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.074475 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0623752 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0656287 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0716749 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0625812 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0690615 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.074475 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0748796 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0645442 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0567032 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0532207 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0532207 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.059673 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0512808 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0567032 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0565506 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0514868 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.052691 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.059673 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0573665 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0548958 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0177397 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0177397 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0174634 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0171199 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0217913 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0188823 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0171199 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0177558 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0174634 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0182136 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0221606 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0184336 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0181574 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0178138 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0195854 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0207511 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0178138 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0193858 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0181574 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0189075 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0192239 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0181574 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0178138 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0195854 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0207511 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0178138 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0193858 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0181574 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0189075 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0192239 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0167584 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0185299 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0185208 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0167584 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0173943 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0171019 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0178521 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0181684 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0198036 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0193825 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0176202 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.018668 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0179637 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0191258 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0194421 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0188823 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0171199 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0177558 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0174634 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0182136 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0221606 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0167584 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0173943 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0171019 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0178521 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0233881 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0196978 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0185815 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0201555 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0204719 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0197205 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.022734 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0314241 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0178521 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0181684 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0216664 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.032308 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0340232 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.062011 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.062011 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0537898 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0508143 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0508143 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0556352 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0508143 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0572137 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0537898 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0573307 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0508143 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0346049 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0580823 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0580823 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0498711 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.049834 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0510017 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0501347 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0498711 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0516746 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0494725 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0627168 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0627168 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0561779 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0508143 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0508143 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0568145 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0508143 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0576256 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0561779 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0593771 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0508143 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0171254 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0174074 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0169824 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0174074 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0169824 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0168199 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0167204 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0168199 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0167204 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0167204 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0167204 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0168199 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0197836 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0168199 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0168199 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0168199 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0168199 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0220396 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0169263 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0169263 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0169263 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0176461 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0262709 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0180544 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0308492 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0325644 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0323343 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0503078 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.051725 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0487495 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0487495 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0517373 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0487495 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0526153 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.051725 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0527582 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0487495 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0346049 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0301262 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0487495 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0498711 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0487495 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.049834 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0494742 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0487495 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0487495 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0498711 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0494725 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0494725 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0323343 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0510137 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.054113 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0487495 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0487495 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0529166 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0487495 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0530272 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.054113 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0548046 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.049055 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0500988 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0489554 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0509869 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0514048 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0491614 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0545913 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0500988 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0495664 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0501519 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0171019 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0169824 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0167204 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0167204 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0167204 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0167204 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0197836 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0217341 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0169263 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0169263 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0169263 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0176461 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0262709 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0165144 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0165144 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0174434 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0308492 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0325644 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0323343 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0302789 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.051725 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0487495 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0487495 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0517373 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0487495 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0526153 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.051725 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0527582 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0487495 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0346049 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0301262 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0301262 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0498711 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0487495 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.049834 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0494742 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0487495 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0487495 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0498711 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0494725 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0494725 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0323343 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0302789 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.054113 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0487495 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0487495 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0529166 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0487495 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0530272 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.054113 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0548046 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0487495 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0322831 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0500988 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0489554 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0509869 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0514048 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0491614 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0545913 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0500988 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0495664 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0501519 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0489862 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0487495 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0487495 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.049055 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0487495 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0487495 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0489862 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0494897 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0487495 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0165144 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0167204 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0167204 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0167204 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0167204 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0197836 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0217341 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0169263 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0169263 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0169263 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0176461 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0262709 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0165144 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0165144 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0174434 # DEPENDENCYPART_SIBL
