# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(0,5),(0,19),0.0194091 # DEPENDENCYPART_SIBL
(0,5),(0,20),0.0555146 # DEPENDENCYPART_SIBL
(0,6),(0,7),0.0253975 # DEPENDENCYPART_SIBL
(0,6),(0,8),0.0251535 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0251535 # DEPENDENCYPART_SIBL
(0,6),(0,10),0.0253975 # DEPENDENCYPART_SIBL
(0,6),(0,11),0.0262852 # DEPENDENCYPART_SIBL
(0,6),(0,12),0.0262852 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.053177 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.0251535 # DEPENDENCYPART_SIBL
(0,6),(0,15),0.0251535 # DEPENDENCYPART_SIBL
(0,6),(0,16),0.0251535 # DEPENDENCYPART_SIBL
(0,6),(0,17),0.0253975 # DEPENDENCYPART_SIBL
(0,6),(0,18),0.0262852 # DEPENDENCYPART_SIBL
(0,6),(0,19),0.0251535 # DEPENDENCYPART_SIBL
(0,6),(0,20),0.0796095 # DEPENDENCYPART_SIBL
(0,7),(0,8),0.0167204 # DEPENDENCYPART_SIBL
(0,7),(0,9),0.0165144 # DEPENDENCYPART_SIBL
(0,7),(0,10),0.0165144 # DEPENDENCYPART_SIBL
(0,7),(0,11),0.0167204 # DEPENDENCYPART_SIBL
(0,7),(0,12),0.0167204 # DEPENDENCYPART_SIBL
(0,7),(0,13),0.030431 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.0169263 # DEPENDENCYPART_SIBL
(0,7),(0,15),0.0165144 # DEPENDENCYPART_SIBL
(0,7),(0,16),0.0165144 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.0167584 # DEPENDENCYPART_SIBL
(0,7),(0,18),0.0167204 # DEPENDENCYPART_SIBL
(0,7),(0,19),0.0167204 # DEPENDENCYPART_SIBL
(0,7),(0,20),0.0441417 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,10),0.0253975 # DEPENDENCYPART_SIBL
(0,8),(0,11),0.0262852 # DEPENDENCYPART_SIBL
(0,8),(0,12),0.0262852 # DEPENDENCYPART_SIBL
(0,8),(0,13),0.053177 # DEPENDENCYPART_SIBL
(0,8),(0,14),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,15),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,16),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,17),0.0253975 # DEPENDENCYPART_SIBL
(0,8),(0,18),0.0262852 # DEPENDENCYPART_SIBL
(0,8),(0,19),0.0251535 # DEPENDENCYPART_SIBL
(0,8),(0,20),0.0796095 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,12),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.0302251 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,16),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,18),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,19),0.0165144 # DEPENDENCYPART_SIBL
(0,9),(0,20),0.0439358 # DEPENDENCYPART_SIBL
(0,10),(0,11),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,12),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.030431 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.0169263 # DEPENDENCYPART_SIBL
(0,10),(0,15),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.0165144 # DEPENDENCYPART_SIBL
(0,10),(0,17),0.0167584 # DEPENDENCYPART_SIBL
(0,10),(0,18),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,19),0.0167204 # DEPENDENCYPART_SIBL
(0,10),(0,20),0.0441417 # DEPENDENCYPART_SIBL
(0,11),(0,12),0.0172374 # DEPENDENCYPART_SIBL
(0,11),(0,13),0.0322385 # DEPENDENCYPART_SIBL
(0,11),(0,14),0.0172374 # DEPENDENCYPART_SIBL
(0,11),(0,15),0.0172374 # DEPENDENCYPART_SIBL
(0,11),(0,16),0.018175 # DEPENDENCYPART_SIBL
(0,11),(0,17),0.0172374 # DEPENDENCYPART_SIBL
(0,11),(0,18),0.0172374 # DEPENDENCYPART_SIBL
(0,11),(0,19),0.0172374 # DEPENDENCYPART_SIBL
(0,11),(0,20),0.0470337 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.0322385 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.0172374 # DEPENDENCYPART_SIBL
(0,12),(0,15),0.0172374 # DEPENDENCYPART_SIBL
(0,12),(0,16),0.018175 # DEPENDENCYPART_SIBL
(0,12),(0,17),0.0172374 # DEPENDENCYPART_SIBL
(0,12),(0,18),0.0172374 # DEPENDENCYPART_SIBL
(0,12),(0,19),0.0172374 # DEPENDENCYPART_SIBL
(0,12),(0,20),0.0470337 # DEPENDENCYPART_SIBL
(0,13),(0,14),0.0194221 # DEPENDENCYPART_SIBL
(0,13),(0,15),0.0194221 # DEPENDENCYPART_SIBL
(0,13),(0,16),0.0194221 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.0194221 # DEPENDENCYPART_SIBL
(0,13),(0,18),0.0194221 # DEPENDENCYPART_SIBL
(0,13),(0,19),0.0194221 # DEPENDENCYPART_SIBL
(0,13),(0,20),0.0552012 # DEPENDENCYPART_SIBL
(0,14),(0,15),0.0251535 # DEPENDENCYPART_SIBL
(0,14),(0,16),0.0251535 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.0256414 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.0274169 # DEPENDENCYPART_SIBL
(0,14),(0,19),0.0251535 # DEPENDENCYPART_SIBL
(0,14),(0,20),0.0804901 # DEPENDENCYPART_SIBL
(0,15),(0,16),0.0165144 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.0165144 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.0165144 # DEPENDENCYPART_SIBL
(0,15),(0,19),0.0165144 # DEPENDENCYPART_SIBL
(0,15),(0,20),0.0439358 # DEPENDENCYPART_SIBL
(0,16),(0,17),0.0165144 # DEPENDENCYPART_SIBL
(0,16),(0,18),0.0165144 # DEPENDENCYPART_SIBL
(0,16),(0,19),0.0169824 # DEPENDENCYPART_SIBL
(0,16),(0,20),0.0439358 # DEPENDENCYPART_SIBL
(0,17),(0,18),0.0165144 # DEPENDENCYPART_SIBL
(0,17),(0,19),0.0165144 # DEPENDENCYPART_SIBL
(0,17),(0,20),0.0439358 # DEPENDENCYPART_SIBL
(0,18),(0,19),0.0172374 # DEPENDENCYPART_SIBL
(0,18),(0,20),0.0470337 # DEPENDENCYPART_SIBL
(0,19),(0,20),0.0796095 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,4),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,7),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,2),(1,20),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0170819 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0178421 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,13),0.0170819 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,16),0.017452 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,3),(1,20),0.0174434 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,7),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,13),0.0186913 # DEPENDENCYPART_SIBL
(1,4),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,4),(1,20),0.0197836 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.0179618 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.0166672 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,5),(1,20),0.0194091 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.0167584 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.0165144 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.0167584 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0176461 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.0176461 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.0221881 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,6),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,6),(1,17),0.0167584 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0176461 # DEPENDENCYPART_SIBL
(1,6),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,6),(1,20),0.0262709 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0167204 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.0167204 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.0167204 # DEPENDENCYPART_SIBL
(1,7),(1,13),0.0167204 # DEPENDENCYPART_SIBL
(1,7),(1,14),0.0169263 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,7),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.0167584 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.0167204 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.0167204 # DEPENDENCYPART_SIBL
(1,7),(1,20),0.0167204 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.0165144 # DEPENDENCYPART_SIBL
(1,8),(1,10),0.0167584 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0176461 # DEPENDENCYPART_SIBL
(1,8),(1,12),0.0176461 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.0221881 # DEPENDENCYPART_SIBL
(1,8),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,8),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0167584 # DEPENDENCYPART_SIBL
(1,8),(1,18),0.0176461 # DEPENDENCYPART_SIBL
(1,8),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,8),(1,20),0.0262709 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,9),(1,20),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0167204 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.0167204 # DEPENDENCYPART_SIBL
(1,10),(1,13),0.0167204 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0169263 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.0167584 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.0167204 # DEPENDENCYPART_SIBL
(1,10),(1,19),0.0167204 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.0167204 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.0170819 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,16),0.017452 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,20),0.0174434 # DEPENDENCYPART_SIBL
(1,12),(1,13),0.0170819 # DEPENDENCYPART_SIBL
(1,12),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,16),0.017452 # DEPENDENCYPART_SIBL
(1,12),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,20),0.0174434 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,20),0.0197836 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,14),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,14),(1,17),0.0170023 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0187778 # DEPENDENCYPART_SIBL
(1,14),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.0271515 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,15),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,15),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,15),(1,20),0.0165144 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.0165144 # DEPENDENCYPART_SIBL
(1,16),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,16),(1,19),0.0169824 # DEPENDENCYPART_SIBL
(1,16),(1,20),0.0165144 # DEPENDENCYPART_SIBL
(1,17),(1,18),0.0165144 # DEPENDENCYPART_SIBL
(1,17),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,17),(1,20),0.0165144 # DEPENDENCYPART_SIBL
(1,18),(1,19),0.0165144 # DEPENDENCYPART_SIBL
(1,18),(1,20),0.0174434 # DEPENDENCYPART_SIBL
(1,19),(1,20),0.0262709 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.049834 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.049852 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0508234 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.049834 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0508234 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0496424 # DEPENDENCYPART_SIBL
(2,1),(2,17),0.0496752 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,20),0.0494725 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0170819 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0178421 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.0170819 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.017452 # DEPENDENCYPART_SIBL
(2,3),(2,17),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,18),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.0174434 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0186913 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0197836 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0179618 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0166672 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,18),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,20),0.0194091 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0167584 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0167584 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0176461 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0176461 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0221881 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,17),0.0167584 # DEPENDENCYPART_SIBL
(2,6),(2,18),0.0176461 # DEPENDENCYPART_SIBL
(2,6),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.0262709 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0169263 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,17),0.0167584 # DEPENDENCYPART_SIBL
(2,7),(2,18),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,19),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.0167204 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0167584 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0176461 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0176461 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.0221881 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.0167584 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.0176461 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.0262709 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,18),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0167204 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0167204 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0167204 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0169263 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.0167584 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0167204 # DEPENDENCYPART_SIBL
(2,10),(2,19),0.0167204 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0167204 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0170819 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.017452 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,19),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,20),0.0174434 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0170819 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.017452 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0165144 # DEPENDENCYPART_SIBL
