# _root_ Gruča drugih , ki so stali naokoli s kozarci v rokah , je opazovala prizor .
#goldHeads=14,1,4,2,6,4,6,6,8,9,10,4,14,0,14,0,
#predictedHeads=4,4,4,0,6,4,4,4,4,4,4,4,14,4,4,0,
(1,10),(1,11),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0170819 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,11),(1,16),0.0174434 # DEPENDENCYPART_SIBL
(1,12),(1,13),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.0165144 # DEPENDENCYPART_SIBL
(1,12),(1,16),0.0197836 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.0165144 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.0187778 # DEPENDENCYPART_SIBL
(1,13),(1,16),0.0271515 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.0176461 # DEPENDENCYPART_SIBL
(1,14),(1,16),0.0262709 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0174434 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.049834 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.049852 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0495737 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0508234 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0510601 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.049834 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0487495 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0515131 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0494725 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.0186913 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0197836 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0179618 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0194091 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0166328 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0176461 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0176461 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0221881 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0176461 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0262709 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0166328 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0176461 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0176461 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0221881 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0176461 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0262709 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0171019 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0171019 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0167204 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0170819 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0174434 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0170819 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.0174434 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0165144 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0197836 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0165144 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0187778 # DEPENDENCYPART_SIBL
(2,13),(2,16),0.0271515 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0176461 # DEPENDENCYPART_SIBL
(2,14),(2,16),0.0262709 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0174434 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0315814 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0532762 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0517258 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0517258 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0511649 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0524145 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0562866 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0526513 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0562866 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0514251 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0517258 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0517258 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0562866 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0510636 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0511272 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0501347 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0501347 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0487495 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0494674 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0513132 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0494674 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0513132 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.049834 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0501347 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0501347 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0513132 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0494725 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0182673 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0168199 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0197146 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0166328 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0176461 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0176461 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0221881 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0176461 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0262709 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0166328 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0176461 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0176461 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0221881 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0176461 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0262709 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0171019 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0171019 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0167204 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0167204 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.0165144 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0171254 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0171254 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0176929 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0171254 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0171254 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0171254 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0180544 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0165144 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0176929 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0171254 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0171254 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0171254 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0180544 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0165144 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0197836 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0187778 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0271515 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0176461 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0262709 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0180544 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0312759 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.034758 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0560302 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0560302 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0520185 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0541172 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0557121 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0543539 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0557121 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0520508 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0560302 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0560302 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0557121 # DEPENDENCYPART_SIBL
(4,1),(4,16),0.0512158 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0338414 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0547603 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0547603 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0499244 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0514914 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0507703 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0514914 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0507703 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0507809 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0547603 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0547603 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0507703 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.0499459 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0810079 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0810079 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0655404 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0667382 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0647974 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0667382 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0647974 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0668571 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0812138 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0810079 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0647974 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0648385 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0169879 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0171063 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0169879 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0181196 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0169879 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0181196 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0245555 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0169879 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0169879 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0181196 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0276913 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0171063 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0169879 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0181196 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0169879 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0181196 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0245555 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0169879 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0169879 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0181196 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0276913 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0176894 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0171019 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0176894 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0171019 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0180489 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0173078 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0173078 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0171019 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0175754 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0174614 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0169879 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0180288 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0179169 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0174614 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0169879 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0180288 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0179169 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0202571 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0169879 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0192513 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0285719 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0181196 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0276913 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0179169 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0380645 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0353575 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0355078 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0572689 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0603902 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0661552 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0646514 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0671022 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0646514 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0612811 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0574748 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0572689 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0646514 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0594736 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0313643 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0318201 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0521689 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0536418 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0583433 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0564829 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0588168 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0564829 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0561811 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0523748 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0521689 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0564829 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0543736 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0313049 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0579602 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0545603 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0580003 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0568878 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0584738 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0568878 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0572835 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0585781 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0579602 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0568878 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0550025 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0509181 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.051957 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0552226 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0544366 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0556961 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0544366 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0523273 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0511241 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0509181 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0544366 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0512428 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0196856 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0197205 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.022734 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0197205 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.022734 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0277027 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0202188 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0200129 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.022734 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0314241 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0193931 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0189683 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0193931 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0189683 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0196462 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0191285 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0189225 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0189683 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0192847 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0178521 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0171019 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0178521 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0185299 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0176003 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0173943 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0178521 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0181684 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0194649 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0202151 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0216664 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0199633 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0197574 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0202151 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0216664 # DEPENDENCYPART_SIBL
