# _root_ " Ima se za gostilničarja , pa ne ve , kaj je polič . "
#goldHeads=7,7,2,2,4,7,0,9,7,12,12,9,12,7,7,
#predictedHeads=7,7,7,7,4,7,0,7,7,7,7,7,7,0,0,
(2,4),(2,14),0.0181684 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0181684 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0216664 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0235392 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0188775 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0197574 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0216664 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0191214 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0199633 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0202151 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0216664 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0213049 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0188823 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0168759 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0177558 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.0217913 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0171199 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0179618 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0182136 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0221606 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0207068 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0165144 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0173943 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0199773 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.0167584 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.0176003 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0178521 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.0210631 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0196158 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.0173943 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0185299 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0167584 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0176003 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.0178521 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0181684 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0181684 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.0277027 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0198648 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0202188 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.022734 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0314241 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.0271045 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.0171199 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0179618 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0182136 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0221606 # DEPENDENCYPART_SIBL
(2,10),(2,15),0.0207068 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0192859 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0191258 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0194421 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0194421 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0274975 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0356854 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0313659 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0216664 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0213049 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0199798 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0301262 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0494241 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0492609 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0515979 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0502299 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0487495 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0517734 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0515979 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0489554 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0519793 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0492609 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0506381 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0513611 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.051725 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0527582 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0487495 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0515349 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0487495 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0526153 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0487495 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0487495 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0526153 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0527582 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0487495 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0487495 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0170819 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0179949 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0170819 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0174434 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0170819 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0186913 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0197836 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0183298 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0179618 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0194091 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0179618 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0165144 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0165144 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0221881 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0167584 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0176461 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0262709 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0219513 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0165144 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0197836 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0183298 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0169263 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0167204 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0167204 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0167204 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0187778 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0271515 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0228319 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0174434 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0170819 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0176029 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0301262 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0308492 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0492609 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0515979 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0502299 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0487495 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0517734 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0515979 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0489554 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0519793 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0492609 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0506381 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0513611 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0308492 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0527582 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0515349 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0526153 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0526153 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0527582 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0487495 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0487495 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0494725 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.049834 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0494742 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0487495 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0487495 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.049834 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0487495 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0487495 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0494725 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0494725 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.049834 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0170819 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0179949 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0170819 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0174434 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0170819 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0186913 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0197836 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0183298 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0179618 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0194091 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0179618 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0165144 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0221881 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0167584 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0176461 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0262709 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0219513 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0165144 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0197836 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0183298 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0169263 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0167204 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0167204 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0167204 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0187778 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0271515 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0228319 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0174434 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0170819 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0176029 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0317749 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0324979 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0318793 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0515979 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0506266 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0487495 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0517734 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0515979 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0489554 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0519793 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0509329 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0506381 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0513611 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0330181 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.033021 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0494725 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0526546 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0494725 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0533383 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0494725 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0494725 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0533383 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0558761 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0494725 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0494725 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0308492 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0508009 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0510817 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0497164 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0497164 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0508009 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0497164 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0497164 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0528343 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0504394 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0508009 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0495701 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0521375 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0487495 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0487495 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0186913 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0197836 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0183298 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0179618 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0194091 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0179618 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0165144 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0221881 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0167584 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0176461 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0262709 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0219513 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0165144 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0197836 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0183298 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0169263 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0167204 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0167204 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0167204 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0187778 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0271515 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0228319 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0174434 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0170819 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0176029 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0310427 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0317657 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0330921 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0329877 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0548125 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.049666 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0540751 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0525144 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0498719 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.054281 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0526851 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0515547 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0522776 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.032308 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0349789 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0338159 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0572658 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0508143 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0572137 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0508143 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0508143 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0572137 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0573307 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0508143 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0508143 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0310427 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0309811 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0525292 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0487495 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0501347 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.049834 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0487495 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0501347 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0516746 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0494725 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.049834 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0311611 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.053756 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.049666 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0510512 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.049666 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.049666 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0510512 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0538898 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.049666 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.049666 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.055262 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0503406 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0517258 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0514251 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0503406 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0517258 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0562866 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0510636 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0514251 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0171254 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0171254 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0185728 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0171254 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0171254 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0171254 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0200202 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0185728 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0165144 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0221881 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0167584 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0165144 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0176461 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0262709 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0219513 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0165144 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0197836 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0183298 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0169263 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0167204 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0167204 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0167204 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0187778 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0271515 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0228319 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0180544 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0176929 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0176029 # DEPENDENCYPART_SIBL
